serial_no,order_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_name
10823,11153,1,7/5/2024,18:59:20,20.75,20.75,L,Classic,Paneer Cheese Pizza
10824,11154,1,7/5/2024,19:37:22,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
10825,11154,1,7/5/2024,19:37:22,16.75,16.75,M,Classic,Paneer Cheese Pizza
10826,11157,1,7/5/2024,20:02:47,20.75,20.75,L,Classic,Paneer Cheese Pizza
10827,11160,1,7/5/2024,20:07:58,12,12,S,Classic,Cheese Chilly Pizza
10828,11161,1,7/5/2024,20:26:56,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10829,11161,1,7/5/2024,20:26:56,12,12,S,Classic,Cheese Chilly Pizza
10830,11161,1,7/5/2024,20:26:56,16,16,M,Veggie,Corn Cheese Pizza
10831,11163,1,7/5/2024,21:26:18,12,12,S,Veggie,Paneer Peppy Pizza
10832,11163,1,7/5/2024,21:26:18,20.75,20.75,L,Classic,Paneer Cheese Pizza
10833,11164,1,7/6/2024,11:35:24,20.5,20.5,L,Classic,Cheese Chilly Pizza
10834,11164,1,7/6/2024,11:35:24,16,16,M,Classic,Cheese Chilly Pizza
10835,11164,1,7/6/2024,11:35:24,20.75,20.75,L,Supreme,Veg Special Pizza
10836,11165,1,7/6/2024,11:37:22,18.5,18.5,L,Veggie,Onion Cheese Pizza
10837,11165,1,7/6/2024,11:37:22,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
10838,11166,1,7/6/2024,12:12:03,16,16,M,Classic,Cheese Chilly Pizza
10839,11167,1,7/6/2024,12:12:21,12,12,S,Classic,Cheese Chilly Pizza
10840,11167,1,7/6/2024,12:12:21,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
10841,11170,1,7/6/2024,12:37:36,12,12,S,Veggie,Paneer Peppy Pizza
10842,11172,1,7/6/2024,12:39:35,20.75,20.75,L,Classic,Paneer Cheese Pizza
10843,11173,1,7/6/2024,12:40:57,12,12,S,Classic,Cheese Chilly Pizza
10844,11173,1,7/6/2024,12:40:57,12.5,12.5,S,Supreme,Paneer Makhani Pizza
10845,11175,1,7/6/2024,12:42:44,18.5,18.5,L,Veggie,Onion Cheese Pizza
10846,11175,1,7/6/2024,12:42:44,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
10847,11175,1,7/6/2024,12:42:44,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
10848,11175,1,7/6/2024,12:42:44,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
10849,11175,1,7/6/2024,12:42:44,12.75,12.75,S,Classic,Paneer Cheese Pizza
10850,11176,1,7/6/2024,12:53:16,20.75,20.75,L,Supreme,Paneer Makhani Pizza
10851,11177,1,7/6/2024,13:04:22,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10852,11177,1,7/6/2024,13:04:22,16.75,16.75,M,Classic,Paneer Tandoori Pizza
10853,11179,1,7/6/2024,13:11:10,16.5,16.5,M,Supreme,Paneer Makhani Pizza
10854,11180,1,7/6/2024,13:13:32,12.75,12.75,S,Classic,Paneer Cheese Pizza
10855,11181,1,7/6/2024,13:28:32,16,16,M,Classic,Cheese Chilly Pizza
10856,11181,1,7/6/2024,13:28:32,12,12,S,Classic,Cheese Chilly Pizza
10857,11182,1,7/6/2024,13:30:06,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
10858,11183,1,7/6/2024,13:51:10,20.25,20.25,L,Veggie,Corn Cheese Pizza
10859,11184,1,7/6/2024,13:54:13,16,16,M,Veggie,Paneer Peppy Pizza
10860,11185,1,7/6/2024,14:06:00,20.75,20.75,L,Classic,Paneer Cheese Pizza
10861,11187,1,7/6/2024,14:15:43,16.75,16.75,M,Classic,Paneer Cheese Pizza
10862,11188,1,7/6/2024,14:22:05,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
10863,11189,1,7/6/2024,14:41:55,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10864,11191,1,7/6/2024,15:35:46,16.5,16.5,M,Supreme,Veg Special Pizza
10865,11192,1,7/6/2024,15:46:03,12.75,12.75,S,Classic,Paneer Cheese Pizza
10866,11194,1,7/6/2024,16:54:16,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
10867,11196,1,7/6/2024,17:30:10,20.25,20.25,L,Veggie,Corn Cheese Pizza
10868,11197,1,7/6/2024,17:32:02,12,12,S,Classic,Cheese Chilly Pizza
10869,11197,1,7/6/2024,17:32:02,16.5,16.5,M,Supreme,Veg Special Pizza
10870,11199,1,7/6/2024,17:47:39,12.75,12.75,S,Classic,Paneer Tandoori Pizza
10871,11199,1,7/6/2024,17:47:39,20.5,20.5,L,Classic,Cheese Chilly Pizza
10872,11199,1,7/6/2024,17:47:39,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
10873,11200,1,7/6/2024,17:48:19,18.5,18.5,L,Veggie,Onion Cheese Pizza
10874,11200,1,7/6/2024,17:48:19,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
10875,11201,1,7/6/2024,17:49:28,20.75,20.75,L,Classic,Paneer Cheese Pizza
10876,11202,1,7/6/2024,17:57:40,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10877,11205,1,7/6/2024,18:07:13,16.75,16.75,M,Classic,Paneer Tandoori Pizza
10878,11207,1,7/6/2024,18:18:11,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10879,11207,1,7/6/2024,18:18:11,12.75,12.75,S,Classic,Paneer Tandoori Pizza
10880,11207,1,7/6/2024,18:18:11,12,12,S,Veggie,Paneer Peppy Pizza
10881,11207,1,7/6/2024,18:18:11,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
10882,11208,1,7/6/2024,18:25:45,20.5,20.5,L,Classic,Cheese Chilly Pizza
10883,11208,1,7/6/2024,18:25:45,20.25,20.25,L,Veggie,Corn Cheese Pizza
10884,11209,1,7/6/2024,18:36:01,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
10885,11210,1,7/6/2024,18:40:51,18.5,18.5,L,Veggie,Onion Cheese Pizza
10886,11210,1,7/6/2024,18:40:51,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
10887,11210,1,7/6/2024,18:40:51,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10888,11211,1,7/6/2024,18:47:42,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10889,11212,1,7/6/2024,18:56:03,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10890,11212,1,7/6/2024,18:56:03,20.25,20.25,L,Veggie,Corn Cheese Pizza
10891,11215,1,7/6/2024,19:55:47,20.75,20.75,L,Supreme,Paneer Makhani Pizza
10892,11217,1,7/6/2024,20:11:23,16,16,M,Classic,Cheese Chilly Pizza
10893,11219,1,7/6/2024,20:51:51,18.5,18.5,L,Veggie,Onion Cheese Pizza
10894,11221,1,7/6/2024,22:16:53,16,16,M,Veggie,Corn Cheese Pizza
10895,11221,1,7/6/2024,22:16:53,12.5,12.5,S,Supreme,Veg Special Pizza
10896,11222,1,7/7/2024,11:25:31,18.5,18.5,L,Veggie,Onion Cheese Pizza
10897,11223,1,7/7/2024,11:51:23,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
10898,11223,1,7/7/2024,11:51:23,12.75,12.75,S,Classic,Paneer Cheese Pizza
10899,11225,1,7/7/2024,11:55:29,16,16,M,Classic,Cheese Chilly Pizza
10900,11226,2,7/7/2024,12:02:28,16.5,33,L,Classic,Plain Cheese Margherita Pizza
10901,11227,1,7/7/2024,12:07:49,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
10902,11227,1,7/7/2024,12:07:49,20.75,20.75,L,Classic,Paneer Cheese Pizza
10903,11228,1,7/7/2024,12:24:21,16.75,16.75,M,Classic,Paneer Tandoori Pizza
10904,11229,1,7/7/2024,12:24:32,16,16,M,Classic,Cheese Chilly Pizza
10905,11230,1,7/7/2024,12:28:41,20.75,20.75,L,Supreme,Veg Special Pizza
10906,11233,1,7/7/2024,13:00:19,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10907,11233,1,7/7/2024,13:00:19,18.5,18.5,L,Veggie,Onion Cheese Pizza
10908,11234,1,7/7/2024,13:11:54,18.5,18.5,L,Veggie,Onion Cheese Pizza
10909,11234,1,7/7/2024,13:11:54,20.25,20.25,L,Veggie,Corn Cheese Pizza
10910,11234,2,7/7/2024,13:11:54,20.75,41.5,L,Classic,Paneer Cheese Pizza
10911,11234,1,7/7/2024,13:11:54,16.75,16.75,M,Classic,Paneer Cheese Pizza
10912,11235,2,7/7/2024,13:15:15,18.5,37,L,Veggie,Onion Cheese Pizza
10913,11235,1,7/7/2024,13:15:15,20.25,20.25,L,Veggie,Paneer Peppy Pizza
10914,11235,1,7/7/2024,13:15:15,20.25,20.25,L,Veggie,Corn Cheese Pizza
10915,11235,1,7/7/2024,13:15:15,12.5,12.5,S,Supreme,Veg Special Pizza
10916,11235,1,7/7/2024,13:15:15,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
10917,11235,1,7/7/2024,13:15:15,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
10918,11236,1,7/7/2024,13:15:45,20.75,20.75,L,Classic,Paneer Cheese Pizza
10919,11237,1,7/7/2024,13:24:47,16.5,16.5,M,Supreme,Veg Special Pizza
10920,11237,1,7/7/2024,13:24:47,12.5,12.5,S,Supreme,Veg Special Pizza
10921,11238,1,7/7/2024,15:22:39,20.5,20.5,L,Classic,Cheese Chilly Pizza
10922,11238,1,7/7/2024,15:22:39,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
10923,11240,1,7/7/2024,15:54:43,20.25,20.25,L,Veggie,Corn Cheese Pizza
10924,11240,1,7/7/2024,15:54:43,16,16,M,Veggie,Corn Cheese Pizza
10925,11242,1,7/7/2024,15:58:08,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
10926,11243,1,7/7/2024,16:14:10,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10927,11243,1,7/7/2024,16:14:10,16.5,16.5,M,Supreme,Veg Special Pizza
10928,11244,1,7/7/2024,16:35:24,12,12,S,Veggie,Paneer Peppy Pizza
10929,11244,1,7/7/2024,16:35:24,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
10930,11245,2,7/7/2024,16:41:56,10.5,21,S,Classic,Plain Cheese Margherita Pizza
10931,11245,1,7/7/2024,16:41:56,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
10932,11246,1,7/7/2024,17:05:58,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
10933,11246,1,7/7/2024,17:05:58,20.75,20.75,L,Classic,Paneer Cheese Pizza
10934,11248,1,7/7/2024,17:18:15,16.75,16.75,M,Classic,Paneer Cheese Pizza
10935,11249,1,7/7/2024,17:26:26,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
10936,11250,1,7/7/2024,17:33:05,20.25,20.25,L,Veggie,Corn Cheese Pizza
10937,11251,1,7/7/2024,17:34:01,12.75,12.75,S,Classic,Paneer Tandoori Pizza
10938,11251,1,7/7/2024,17:34:01,20.25,20.25,L,Veggie,Corn Cheese Pizza
10939,11252,1,7/7/2024,17:40:41,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
10940,11252,1,7/7/2024,17:40:41,12.75,12.75,S,Classic,Paneer Cheese Pizza
10941,11253,1,7/7/2024,17:48:24,20.75,20.75,L,Supreme,Veg Special Pizza
10942,11254,1,7/7/2024,17:52:46,16.5,16.5,M,Supreme,Veg Special Pizza
10943,11254,1,7/7/2024,17:52:46,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
10944,11255,1,7/7/2024,17:56:25,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
10945,11257,1,7/7/2024,18:00:41,12.5,12.5,S,Supreme,Capsicum Cheese Pizza
10946,11257,1,7/7/2024,18:00:41,16.5,16.5,M,Supreme,Veg Special Pizza
10947,11257,1,7/7/2024,18:00:41,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
10948,11258,1,7/7/2024,18:19:31,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
10949,11259,1,7/7/2024,18:36:35,16,16,M,Classic,Cheese Chilly Pizza
10950,11259,1,7/7/2024,18:36:35,18.5,18.5,L,Veggie,Onion Cheese Pizza
10951,11261,1,7/7/2024,18:49:36,12,12,S,Veggie,Paneer Peppy Pizza
10952,11264,1,7/7/2024,19:47:02,20.75,20.75,L,Supreme,Paneer Makhani Pizza
10953,11265,1,7/7/2024,19:49:28,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10954,11266,1,7/7/2024,19:52:53,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10955,11266,1,7/7/2024,19:52:53,20.5,20.5,L,Classic,Cheese Chilly Pizza
10956,11268,1,7/7/2024,20:22:37,12,12,S,Classic,Paneer Peri Peri Pizza
10957,11270,1,7/7/2024,20:23:31,12,12,S,Classic,Cheese Chilly Pizza
10958,11270,1,7/7/2024,20:23:31,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
10959,11273,1,7/7/2024,22:01:40,12.75,12.75,S,Classic,Paneer Cheese Pizza
10960,11275,1,7/8/2024,11:21:06,20.25,20.25,L,Veggie,Corn Cheese Pizza
10961,11277,1,7/8/2024,11:31:22,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10962,11280,1,7/8/2024,11:47:42,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
10963,11281,1,7/8/2024,11:53:27,16,16,M,Veggie,Corn Cheese Pizza
10964,11282,1,7/8/2024,11:57:58,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
10965,11286,1,7/8/2024,12:09:10,16.5,16.5,M,Supreme,Veg Special Pizza
10966,11287,1,7/8/2024,12:14:13,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10967,11289,1,7/8/2024,12:21:02,20.75,20.75,L,Classic,Paneer Cheese Pizza
10968,11291,1,7/8/2024,12:44:24,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
10969,11292,1,7/8/2024,12:47:09,20.75,20.75,L,Classic,Paneer Cheese Pizza
10970,11293,1,7/8/2024,12:54:45,18.5,18.5,L,Veggie,Onion Cheese Pizza
10971,11294,1,7/8/2024,13:02:48,16,16,M,Veggie,Paneer Peppy Pizza
10972,11295,1,7/8/2024,13:12:23,18.5,18.5,L,Veggie,Onion Cheese Pizza
10973,11295,1,7/8/2024,13:12:23,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
10974,11296,1,7/8/2024,13:12:39,12,12,S,Veggie,Paneer Peppy Pizza
10975,11297,1,7/8/2024,13:18:08,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
10976,11298,1,7/8/2024,13:48:58,16,16,M,Classic,Paneer Peri Peri Pizza
10977,11299,1,7/8/2024,14:08:21,16,16,M,Veggie,Paneer Peppy Pizza
10978,11299,1,7/8/2024,14:08:21,20.75,20.75,L,Supreme,Veg Special Pizza
10979,11301,1,7/8/2024,14:16:09,16.75,16.75,M,Classic,Paneer Cheese Pizza
10980,11303,1,7/8/2024,14:36:05,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10981,11304,1,7/8/2024,14:37:51,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
10982,11305,1,7/8/2024,14:38:29,16.75,16.75,M,Classic,Paneer Tandoori Pizza
10983,11306,1,7/8/2024,14:56:16,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
10984,11306,1,7/8/2024,14:56:16,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10985,11308,1,7/8/2024,15:17:28,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10986,11308,1,7/8/2024,15:17:28,20.25,20.25,L,Veggie,Corn Cheese Pizza
10987,11309,1,7/8/2024,15:22:26,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
10988,11311,1,7/8/2024,16:02:26,25.5,25.5,XL,Classic,Paneer Peri Peri Pizza
10989,11312,1,7/8/2024,16:45:45,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10990,11314,1,7/8/2024,17:12:31,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
10991,11315,1,7/8/2024,17:20:39,18.5,18.5,L,Veggie,Onion Cheese Pizza
10992,11317,1,7/8/2024,17:32:28,16.5,16.5,M,Supreme,Veg Special Pizza
10993,11318,1,7/8/2024,17:46:05,20.75,20.75,L,Classic,Paneer Tandoori Pizza
10994,11319,1,7/8/2024,17:48:43,18.5,18.5,L,Veggie,Onion Cheese Pizza
10995,11319,1,7/8/2024,17:48:43,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
10996,11320,1,7/8/2024,18:04:21,16.75,16.75,M,Classic,Paneer Tandoori Pizza
10997,11320,1,7/8/2024,18:04:21,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
10998,11322,1,7/8/2024,18:30:12,18.5,18.5,L,Veggie,Onion Cheese Pizza
10999,11323,1,7/8/2024,18:35:18,12,12,S,Veggie,Paneer Peppy Pizza
11000,11323,1,7/8/2024,18:35:18,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
11001,11323,1,7/8/2024,18:35:18,20.75,20.75,L,Supreme,Veg Special Pizza
11002,11324,1,7/8/2024,18:40:06,12,12,S,Classic,Cheese Chilly Pizza
11003,11325,1,7/8/2024,18:53:55,20.5,20.5,L,Classic,Cheese Chilly Pizza
11004,11326,1,7/8/2024,19:04:38,20.75,20.75,L,Classic,Paneer Tandoori Pizza
11005,11327,1,7/8/2024,19:09:57,12,12,S,Classic,Paneer Peri Peri Pizza
11006,11328,1,7/8/2024,19:19:09,18.5,18.5,L,Veggie,Onion Cheese Pizza
11007,11328,1,7/8/2024,19:19:09,20.75,20.75,L,Classic,Paneer Cheese Pizza
11008,11330,1,7/8/2024,19:36:02,16.75,16.75,M,Classic,Paneer Tandoori Pizza
11009,11331,1,7/8/2024,19:42:11,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
11010,11333,1,7/8/2024,20:12:29,16.75,16.75,M,Classic,Paneer Tandoori Pizza
11011,11333,1,7/8/2024,20:12:29,16,16,M,Veggie,Paneer Peppy Pizza
11012,11335,1,7/8/2024,20:59:13,16.5,16.5,M,Supreme,Veg Special Pizza
11013,11336,1,7/8/2024,21:00:10,20.5,20.5,L,Classic,Cheese Chilly Pizza
11014,11336,1,7/8/2024,21:00:10,18.5,18.5,L,Veggie,Onion Cheese Pizza
11015,11336,1,7/8/2024,21:00:10,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
11016,11337,1,7/8/2024,21:23:47,16,16,M,Classic,Cheese Chilly Pizza
11017,11337,1,7/8/2024,21:23:47,20.75,20.75,L,Supreme,Veg Special Pizza
11018,11338,1,7/8/2024,21:32:21,16.75,16.75,M,Classic,Paneer Cheese Pizza
11019,11339,1,7/8/2024,22:07:13,18.5,18.5,L,Veggie,Onion Cheese Pizza
11020,11339,1,7/8/2024,22:07:13,12,12,S,Veggie,Paneer Peppy Pizza
11021,11339,1,7/8/2024,22:07:13,16,16,M,Classic,Paneer Peri Peri Pizza
11022,11340,1,7/8/2024,22:22:44,20.75,20.75,L,Classic,Paneer Cheese Pizza
11023,11342,1,7/9/2024,11:33:38,20.5,20.5,L,Classic,Cheese Chilly Pizza
11024,11342,1,7/9/2024,11:33:38,18.5,18.5,L,Veggie,Onion Cheese Pizza
11025,11344,1,7/9/2024,11:37:19,20.75,20.75,L,Classic,Paneer Cheese Pizza
11026,11346,1,7/9/2024,11:50:28,16.5,16.5,M,Supreme,Paneer Makhani Pizza
11027,11348,1,7/9/2024,12:01:11,20.25,20.25,L,Veggie,Corn Cheese Pizza
11028,11350,1,7/9/2024,12:15:51,20.75,20.75,L,Classic,Paneer Tandoori Pizza
11029,11350,1,7/9/2024,12:15:51,18.5,18.5,L,Veggie,Onion Cheese Pizza
11030,11350,1,7/9/2024,12:15:51,16,16,M,Veggie,Corn Cheese Pizza
11031,11350,2,7/9/2024,12:15:51,20.75,41.5,L,Classic,Paneer Cheese Pizza
11032,11350,1,7/9/2024,12:15:51,16.75,16.75,M,Classic,Paneer Cheese Pizza
11033,11351,1,7/9/2024,12:17:11,20.25,20.25,L,Veggie,Corn Cheese Pizza
11034,11354,1,7/9/2024,12:38:47,12,12,S,Veggie,Paneer Peppy Pizza
11035,11355,1,7/9/2024,12:42:14,16.75,16.75,M,Classic,Paneer Tandoori Pizza
11036,11357,1,7/9/2024,13:04:50,16.75,16.75,M,Classic,Paneer Tandoori Pizza
11037,11357,1,7/9/2024,13:04:50,16,16,M,Veggie,Corn Cheese Pizza
11038,11358,1,7/9/2024,13:08:20,20.75,20.75,L,Classic,Paneer Tandoori Pizza
11039,11358,1,7/9/2024,13:08:20,20.5,20.5,L,Classic,Cheese Chilly Pizza
11040,11358,1,7/9/2024,13:08:20,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
11041,11358,1,7/9/2024,13:08:20,16,16,M,Veggie,Corn Cheese Pizza
11042,11358,1,7/9/2024,13:08:20,16.5,16.5,M,Supreme,Paneer Makhani Pizza
11043,11359,1,7/9/2024,13:09:09,20.75,20.75,L,Classic,Paneer Cheese Pizza
11044,11361,1,7/9/2024,13:44:29,16.5,16.5,M,Supreme,Veg Special Pizza
11045,11362,1,7/9/2024,13:55:24,16.75,16.75,M,Classic,Paneer Tandoori Pizza
11046,11362,1,7/9/2024,13:55:24,18.5,18.5,L,Veggie,Onion Cheese Pizza
11047,11362,1,7/9/2024,13:55:24,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
11048,11363,1,7/9/2024,14:17:15,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
11049,11365,1,7/9/2024,15:16:57,12.75,12.75,S,Classic,Paneer Cheese Pizza
11050,11367,1,7/9/2024,15:50:50,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
11051,11370,1,7/9/2024,16:40:59,16,16,M,Classic,Cheese Chilly Pizza
11052,11370,1,7/9/2024,16:40:59,12,12,S,Classic,Cheese Chilly Pizza
11053,11371,1,7/9/2024,16:46:48,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
11054,11372,1,7/9/2024,16:49:56,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
11055,11375,1,7/9/2024,16:56:48,16,16,M,Classic,Paneer Peri Peri Pizza
11056,11376,1,7/9/2024,17:06:20,12.75,12.75,S,Classic,Paneer Tandoori Pizza
11057,11378,1,7/9/2024,17:28:44,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
11058,11379,1,7/9/2024,17:31:13,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
11059,11379,1,7/9/2024,17:31:13,20.75,20.75,L,Classic,Paneer Cheese Pizza
11060,11380,1,7/9/2024,17:39:41,20.75,20.75,L,Classic,Paneer Tandoori Pizza
11061,11381,1,7/9/2024,17:44:01,16.75,16.75,M,Classic,Paneer Cheese Pizza
11062,11382,1,7/9/2024,17:55:11,20.75,20.75,L,Supreme,Veg Special Pizza
11063,11383,1,7/9/2024,18:13:32,16,16,M,Classic,Cheese Chilly Pizza
11064,11384,1,7/9/2024,18:19:01,12.5,12.5,S,Supreme,Paneer Barbeque Pizza
11065,11384,1,7/9/2024,18:19:01,20.75,20.75,L,Classic,Paneer Cheese Pizza
11066,11384,1,7/9/2024,18:19:01,12.75,12.75,S,Classic,Paneer Cheese Pizza
11067,11386,1,7/9/2024,18:45:14,13.25,13.25,M,Classic,Plain Cheese Margherita Pizza
11068,11386,1,7/9/2024,18:45:14,20.75,20.75,L,Supreme,Paneer Barbeque Pizza
11069,11387,1,7/9/2024,19:02:53,12,12,S,Classic,Paneer Peri Peri Pizza
11070,11388,2,7/9/2024,19:27:00,20.25,40.5,L,Veggie,Corn Cheese Pizza
11071,11389,1,7/9/2024,19:32:32,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
11072,11390,1,7/9/2024,19:38:47,20.75,20.75,L,Supreme,Paneer Makhani Pizza
11073,11390,1,7/9/2024,19:38:47,16.5,16.5,M,Supreme,Paneer Makhani Pizza
11074,11391,1,7/9/2024,19:40:15,16.75,16.75,M,Classic,Paneer Cheese Pizza
11075,11392,1,7/9/2024,19:48:41,12.5,12.5,S,Supreme,Veg Special Pizza
11076,11394,1,7/9/2024,20:17:39,20.75,20.75,L,Classic,Paneer Cheese Pizza
11077,11395,1,7/9/2024,20:25:22,16.5,16.5,M,Supreme,Paneer Barbeque Pizza
11078,11396,1,7/9/2024,20:28:25,16.5,16.5,M,Supreme,Veg Special Pizza
11079,11397,1,7/9/2024,20:39:10,18.5,18.5,L,Veggie,Onion Cheese Pizza
11080,11398,1,7/9/2024,21:58:38,16.75,16.75,M,Classic,Paneer Tandoori Pizza
11081,11398,1,7/9/2024,21:58:38,12,12,S,Veggie,Paneer Peppy Pizza
11082,11398,1,7/9/2024,21:58:38,16,16,M,Classic,Paneer Peri Peri Pizza
11083,11400,1,7/10/2024,11:42:14,16,16,M,Veggie,Corn Cheese Pizza
11084,11401,1,7/10/2024,11:45:50,20.75,20.75,L,Classic,Paneer Cheese Pizza
11085,11404,1,7/10/2024,12:10:35,10.5,10.5,S,Classic,Plain Cheese Margherita Pizza
11086,11406,1,7/10/2024,12:20:26,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
11087,11406,1,7/10/2024,12:20:26,16.5,16.5,M,Supreme,Paneer Makhani Pizza
11088,11407,1,7/10/2024,12:22:30,12.75,12.75,S,Classic,Paneer Tandoori Pizza
11089,11407,1,7/10/2024,12:22:30,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
11090,11408,1,7/10/2024,12:24:30,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
11091,11409,1,7/10/2024,12:52:38,18.5,18.5,L,Veggie,Onion Cheese Pizza
11092,11410,1,7/10/2024,12:54:04,12.75,12.75,S,Classic,Paneer Tandoori Pizza
11093,11411,1,7/10/2024,12:58:49,16.75,16.75,M,Classic,Paneer Cheese Pizza
11094,11415,1,7/10/2024,13:27:58,20.5,20.5,L,Classic,Cheese Chilly Pizza
11095,11416,1,7/10/2024,13:29:30,12,12,S,Veggie,Corn Cheese Pizza
11096,11420,1,7/10/2024,14:14:28,16.5,16.5,M,Supreme,Capsicum Cheese Pizza
11097,11420,1,7/10/2024,14:14:28,20.5,20.5,L,Classic,Paneer Peri Peri Pizza
11098,11421,1,7/10/2024,14:26:31,16,16,M,Classic,Cheese Chilly Pizza
11099,11422,1,7/10/2024,14:31:03,18.5,18.5,L,Veggie,Onion Cheese Pizza
11100,11425,1,7/10/2024,15:05:32,16.5,16.5,L,Classic,Plain Cheese Margherita Pizza
11101,11426,1,7/10/2024,15:13:53,20.75,20.75,L,Supreme,Capsicum Cheese Pizza
11102,11427,1,7/10/2024,15:19:48,16,16,M,Veggie,Corn Cheese Pizza
11103,11427,1,7/10/2024,15:19:48,20.75,20.75,L,Classic,Paneer Cheese Pizza
11104,11428,1,7/10/2024,15:39:20,20.75,20.75,L,Classic,Paneer Tandoori Pizza
11105,11428,1,7/10/2024,15:39:20,16,16,M,Classic,Cheese Chilly Pizza
11106,11428,1,7/10/2024,15:39:20,12,12,S,Classic,Cheese Chilly Pizza
11107,11428,2,7/10/2024,15:39:20,18.5,37,L,Veggie,Onion Cheese Pizza
11108,11428,1,7/10/2024,15:39:20,20.25,20.25,L,Veggie,Corn Cheese Pizza
11109,11428,1,7/10/2024,15:39:20,16,16,M,Veggie,Corn Cheese Pizza
11110,11428,1,7/10/2024,15:39:20,16.5,16.5,M,Supreme,Veg Special Pizza
11111,11428,1,7/10/2024,15:39:20,16,16,M,Classic,Paneer Peri Peri Pizza
11112,11429,1,7/10/2024,15:46:06,16.75,16.75,M,Classic,Paneer Tandoori Pizza
11113,11430,1,7/10/2024,15:52:38,16.75,16.75,M,Classic,Paneer Tandoori Pizza
